date,up_count,down_count
2021-01-04,1.0,0.0
2021-01-05,1.0,0.0
2021-01-06,2.0,2.0
2021-01-07,1.0,0.0
2021-01-08,2.0,0.0
2021-01-10,2.0,0.0
2021-01-12,2.0,0.0
2021-01-13,4.0,3.0
2021-01-14,1.0,6.0
2021-01-15,2.0,3.0
2021-01-18,0.0,7.0
2021-01-19,0.0,3.0
2021-01-22,1.0,2.0
2021-01-24,0.0,1.0
2021-01-25,2.0,1.0
2021-01-27,2.0,4.0
2021-01-28,0.0,2.0
2021-01-29,0.0,1.0
2021-01-31,1.0,2.0
2021-02-01,2.0,6.0
2021-02-02,0.0,3.0
2021-02-03,0.0,3.0
2021-02-04,1.0,2.0
2021-02-05,0.0,3.0
2021-02-06,1.0,1.0
2021-02-07,5.0,0.0
2021-02-08,3.0,1.0
2021-02-09,0.0,1.0
2021-02-11,0.0,1.0
2021-02-15,3.0,3.0
2021-02-16,1.0,0.0
2021-02-17,4.0,0.0
2021-02-18,2.0,4.0
2021-02-21,0.0,2.0
2021-02-22,7.0,1.0
2021-02-23,0.0,1.0
2021-02-24,3.0,0.0
2021-02-25,3.0,3.0
2021-02-28,2.0,0.0
2021-03-02,1.0,1.0
2021-03-03,3.0,0.0
2021-03-04,1.0,1.0
2021-03-05,2.0,0.0
2021-03-08,2.0,0.0
2021-03-10,1.0,0.0
2021-03-17,1.0,1.0
2021-03-18,4.0,0.0
2021-03-21,0.0,1.0
2021-03-23,1.0,1.0
2021-03-25,0.0,2.0
2021-03-26,4.0,0.0
2021-03-27,0.0,4.0
2021-03-28,2.0,0.0
2021-03-29,3.0,0.0
2021-03-31,0.0,5.0
2021-04-01,1.0,0.0
2021-04-02,0.0,1.0
2021-04-13,1.0,5.0
2021-04-16,2.0,0.0
2021-04-18,2.0,2.0
2021-04-19,0.0,5.0
2021-04-20,0.0,3.0
2021-04-21,1.0,0.0
2021-04-23,2.0,0.0
2021-04-25,0.0,1.0
2021-04-27,0.0,4.0
2021-04-28,2.0,0.0
2021-04-29,1.0,1.0
2021-05-02,0.0,2.0
2021-05-03,2.0,2.0
2021-05-04,0.0,3.0
2021-05-06,0.0,2.0
2021-05-10,5.0,0.0
2021-05-11,2.0,3.0
2021-05-12,0.0,3.0
2021-05-13,0.0,3.0
2021-05-14,0.0,3.0
2021-05-18,0.0,1.0
2021-05-19,1.0,0.0
2021-05-31,2.0,0.0
2021-06-02,0.0,1.0
2021-06-04,0.0,1.0
2021-06-07,8.0,0.0
2021-06-08,3.0,0.0
2021-06-09,1.0,1.0
2021-06-10,2.0,0.0
2021-06-11,9.0,0.0
2021-06-14,3.0,5.0
2021-06-15,0.0,2.0
2021-06-17,2.0,0.0
2021-06-18,0.0,2.0
2021-06-21,6.0,0.0
2021-06-24,1.0,0.0
2021-06-25,0.0,3.0
2021-06-30,2.0,1.0
2021-07-06,1.0,1.0
2021-07-08,1.0,1.0
2021-07-11,1.0,0.0
2021-07-13,1.0,4.0
2021-07-14,1.0,0.0
2021-07-20,1.0,5.0
2021-07-23,1.0,0.0
2021-07-25,1.0,0.0
2021-07-26,3.0,1.0
2021-07-27,1.0,1.0
2021-08-01,0.0,1.0
2021-08-02,1.0,0.0
2021-08-03,0.0,1.0
2021-08-04,1.0,5.0
2021-08-09,4.0,1.0
2021-08-10,3.0,3.0
2021-08-11,3.0,0.0
2021-08-12,0.0,3.0
2021-08-13,0.0,1.0
2021-08-17,0.0,1.0
2021-08-20,1.0,0.0
2021-08-22,0.0,1.0
2021-08-23,1.0,0.0
2021-08-25,1.0,0.0
2021-08-27,0.0,1.0
2021-08-29,0.0,1.0
2021-08-30,0.0,1.0
2021-09-06,0.0,1.0
2021-09-15,0.0,1.0
2021-09-16,1.0,1.0
2021-09-18,0.0,1.0
2021-09-22,0.0,1.0
2021-09-23,3.0,2.0
2021-09-24,0.0,1.0
2021-09-30,0.0,1.0
2021-10-01,2.0,0.0
2021-10-05,2.0,3.0
2021-10-06,0.0,1.0
2021-10-11,0.0,2.0
2021-10-12,4.0,0.0
2021-10-13,1.0,1.0
2021-10-14,1.0,2.0
2021-10-18,0.0,1.0
2021-10-19,1.0,0.0
2021-10-20,1.0,1.0
2021-10-25,0.0,5.0
2021-10-26,0.0,1.0
2021-10-27,0.0,1.0
2021-10-28,0.0,2.0
