	title	label
0	실탄 120兆 든 삼성전자美 반도체 공장대형M&A 초읽기	0
1	메모리 겨울 온다는데삼성전자 낙관 증권가도 장밋빛 전망 왜	0
2	삼성전자 창립기념일 맞아 삼성위크 가전 프로모션 기획	0
3	여전한 개미의 삼성전자 사랑外人 물량 25조 받아내	0
4	메모리반도체 날개 단 삼성전자파운드리 1위 자신한 근거	0
5	삼성전자 반도체 영업익 10조 최강 입증하고도내년 시황 불확실 긴장	0
6	삼성전자 반도체폴더블폰 양날개로 분기 최대매출	0
7	호실적 삼성전자의 불안한 주가	0
8	삼성전자 반도체 선방메모리 내년까지 어려울듯	0
9	이슈분석 삼성전자 반도체와 폴더블폰이 매출 신기록 견인	0
10	반도체 날개단 삼성전자 분기 첫 70조 벽 뚫었다	0
11	이정배 삼성전자 사장 반도체 난제는 미세화 공정	0
12	SKT 삼성전자 가전도 T우주 렌탈 구독최대 20% 저렴	0
13	삼성전자 스마트비즈엑스포 방역소부장 등 78개 기업 참여	0
14	특허 괴물 타깃된 삼성전자 전세계서 매주 1건 소송戰	0
15	삼성전자 파운드리 생산능력 3배로 확대 불확실성 대비 나서	0
16	삼성전자 영업익 158조 반도체서만 10조 벌었다	0
17	삼성전자 세계 최대 사진 갤러리 옐로 코너와 맞손더 프레임 콘텐츠 확대	0
18	전세계가 열광한 폴더블폰에 IT모바일 매출만 28조4000억삼성전자 분기 매출 첫 70조	0
19	삼성전자 전세계 50개국서 수어 상담	0
20	삼성전자 수어상담 서비스 50개국 확대	0
21	이정배 삼성전자 사장 반도체 패러다임 변화 시작	0
22	삼성전자 수어 상담 서비스 늘린다	0
23	삼성전자 52돌 이재용 뉴 삼성 드라이브 속도낼까	0
24	삼성전자 국내 최대용량 건조기 비스포크 그랑데 AI	0
25	비스포크갤Z플립3 혁신 빛났다 삼성전자 브랜드 가치 세계 5위	0
26	삼성전자 비밀병기는 3나노퀀텀닷	0
27	김현석 삼성전자 사장 모든 가전제품에 AI 탑재통합 서비스 구축	0
28	美에 반도체 자료 제출 태도 바꾼 TSMC삼성전자 부담 커졌다	0
29	최대 실적 냈지만삼성전자 모든 것이 불확실	0
30	삼천피 지켜낼까실적발표 삼성전자 말고 이종목도 주목	0
31	삼성전자 브랜드 가치 88兆로 껑충세계 톱5 지켜	0
32	삼성전자 청소 알림 AI 홈케어 출시	0
33	삼성전자 삼성 미래기술 육성 9천억 지원국제논문 2550건 성과	0
34	삼성전자 브랜드 가치 87조 글로벌 톱5	0
35	삼성전자 SW개발자 컨퍼런스 내달 1718일 개최	0
36	반도체株 소외장서 삼성전자 목표가 높인 대신증권	0
37	삼성전자 브랜드가치 첫 700억달러 고지	0
38	삼성전자 브랜드 가치 20% 올라 88조원	0
39	삼성전자 SW 교육생 1150명 모집 역대 최대	0
40	삼성전자 협력사와 반도체 부품 공동개발中企 2천여 곳 스마트공장 구축	0
41	포토 두꺼운 이불도 거뜬삼성전자 국내 최대 20kg 건조기	0
42	삼성전자 한 수 위 차세대 D램 DDR5 양산	0
43	삼성전자가 전자폐기물 재활용 혁신	0
44	SW 경쟁력 높이라 삼성전자 개발자 콘퍼런스 첫 개최	0
45	삼성전자 브랜드 가치 87조 글로벌 톱5	0
46	삼성전자 브랜드가치 87조원글로벌 톱5 지켜	0
47	삼성전자 SW개발자 컨퍼런스 내달 1718일 개최	0
48	반도체株 소외장서 삼성전자 목표가 높인 대신증권	0
49	삼성전자 브랜드가치 첫 700억달러 고지	0
50	삼성전자 브랜드 가치 20% 올라 88조원	0
51	삼성전자 브랜드 가치 746억달러 세계 5위	0
52	삼성전자 SW 교육생 1150명 모집 역대 최대	0
53	삼성전자 브랜드 가치만 88조 2년 연속 글로벌 톱5	0
54	삼성전자 협력사와 반도체 부품 공동개발中企 2천여 곳 스마트공장 구축	0
55	포토 두꺼운 이불도 거뜬삼성전자 국내 최대 20kg 건조기	0
56	삼성전자 브랜드 가치 1년 새 20%↑746억弗로 글로벌 5위	0
57	삼성전자 한 수 위 차세대 D램 DDR5 양산	0
58	삼성전자가 전자폐기물 재활용 혁신	0
59	삼성전자 IT인재 사관학교 역대 최대 모집	0
60	SW 경쟁력 높이라 삼성전자 개발자 콘퍼런스 첫 개최	0
61	삼성전자 갤Z플립3 비스포크 에디션 공개	0
62	삼성전자 생태공원사내 대학원까지 갖춘 삼성 시티	0
63	삼성전자 오픈소스 전략 발표내달 1718일 개발자콘퍼런스	0
64	삼성전자 내려앉을 때 삼성그룹펀드엔 1600억 뭉칫돈	0
65	이정배 삼성전자 사장 메모리반도체 데이터처리 중심으로 패러다임 전환	0
66	삼성전자 브랜드가치 87조 글로벌 5위	0
67	삼성전자 업계 최선단 14나노 EUV DDR5 D램 양산	0
68	글로벌 브랜드 가치 삼성전자 20% 뛰고 현대차 35위에 안착	0
69	Biz & Now 삼성전자 수어 상담 확대	0
70	삼성전자 스마트 모니터 10개월만에 60만대 판매	0
71	삼성전자 전국기능경기대회 출전 우수인력 채용	0
72	삼성전자 스마트 모니터 글로벌 판매 60만대 돌파집콕 신시장 개척	0
73	한종희 삼성전자 사장 내년 CES서 기조연설	0
74	준법경영위한 몸부림지난 1년 삼성전자가 부딪힌 난제	0
75	준법경영위한 몸부림지난 1년 삼성전자가 부딪힌 난제	0
76	6만전자 미워도 다시 한번삼성전자 담는 개미들	0
77	삼성전자 최적화된 폴더블 경험에 내구성 더해	0
